10.16.0.3, 5.30
155.99.130.77, 4.48
155.99.130.64, 4.90
155.99.130.56, 4.62
199.104.93.34, 4.28
199.104.93.30, 4.44
140.197.253.138, 5.81
140.197.253.22, 6.02
140.197.249.116, 6.02
198.71.47.124, 14.37
163.253.1.29, 20.58
163.253.1.33, 21.28
163.253.1.29, 20.35
163.253.1.114, 20.36
163.253.1.197, 19.19
163.253.1.19, 19.29
163.253.1.197, 19.35
72.14.216.178, 17.53
142.251.226.191, 17.59
74.125.253.15, 17.23
142.250.226.107, 20.43
108.170.230.137, 18.18
34.144.234.52, 17.33
