10.16.0.3, 6.78
155.99.130.79, 4.57
155.99.130.58, 5.69
155.99.130.66, 4.42
199.104.93.30, 18.66
199.104.93.34, 4.58
199.104.93.21, 23.99
140.197.253.138, 6.15
140.197.253.22, 5.93
140.197.249.116, 5.66
198.71.47.124, 14.74
163.253.1.31, 20.55
163.253.1.114, 21.65
163.253.1.197, 22.19
163.253.1.19, 21.18
163.253.1.197, 19.90
72.14.243.108, 22.09
72.14.216.178, 25.32
216.239.57.67, 26.74
74.125.253.15, 17.62
142.251.79.39, 19.48
142.251.79.37, 19.20
209.85.245.229, 18.55
34.144.234.52, 17.58
