,BR,HW,L4,LN,NP,O2,T3
,MC,MC,MC,MC,MC,MC,MC
Date,UG/M3,UG/M3,UG/M3,UG/M3,UG/M3,UG/M3,UG/M3
1/17/2009 5:00,,17.3,40.8,38.3,53,36.1,20
1/17/2009 6:00,,27.6,38.3,47,48.8,32.1,27.5
1/17/2009 7:00,,24.6,37,44.4,44.3,23.4,33.7
1/17/2009 8:00,,44.5,39,44.8,46.4,23,26.9
1/17/2009 9:00,,44.1,39.6,48.5,49.6,24.8,26.6
1/17/2009 10:00,,36.2,42.2,49.8,48.7,32.8,22
1/17/2009 11:00,,39,40.8,59.5,45.7,36.7,22.7
1/17/2009 12:00,,49.1,44.8,60.8,40.7,35.5,23.3
1/17/2009 13:00,,42.5,37.4,45,40.7,38.7,29.5
1/17/2009 14:00,,50.2,37.9,45.8,46.4,31.5,36.8
1/17/2009 15:00,,57.3,43.9,47.3,48.1,37.4,36.9
1/17/2009 16:00,,51.9,37.5,50.6,48.8,40.2,43
1/17/2009 17:00,,56.9,39.6,46.1,51.9,34,49.5
1/17/2009 18:00,,47.5,41.5,52.6,53,35.2,51.8
1/17/2009 19:00,,53.3,47.5,59.6,54.1,36.4,48.9
1/17/2009 20:00,,39.3,46.6,71.8,56.7,40.2,41.3
1/17/2009 21:00,,38.5,49.5,57.1,59.7,47,40.2
1/17/2009 22:00,,38.8,49.3,59.5,65.7,44.9,34.3
1/17/2009 23:00,,22.9,50.1,50.2,61.8,44.2,34.6
1/18/2009 0:00,,21.2,52.6,48.1,53.6,42.9,26.4
1/18/2009 1:00,,15.5,52.5,50.8,64.1,40.3,19.9
1/18/2009 2:00,,24.8,48.7,40.5,69.6,36.8,22.7
1/18/2009 3:00,,25.2,48,55.4,57.1,32.2,25.4
1/18/2009 4:00,,33.9,44.3,58.8,59.8,28.3,25.8
1/18/2009 5:00,,28.1,41.9,49.8,62.5,29.1,26.6
1/18/2009 6:00,,25.4,44.1,47.6,51,27.8,24.8
1/18/2009 7:00,,26.1,39.9,42.2,41.6,22.4,23.7
1/18/2009 8:00,,23.9,39.9,45.4,46.2,20,24
1/18/2009 9:00,,25.8,41,52,52,31.8,25.8
1/18/2009 10:00,,42.3,38.4,40.4,52.5,35.9,26.7
1/18/2009 11:00,,50.7,38.8,52.3,49.7,30.4,33.4
1/18/2009 12:00,,61.7,28.4,45.7,47.2,34.6,35
1/18/2009 13:00,,61.1,40.3,50.6,46.3,33.5,35.5
1/18/2009 14:00,,59.6,58.6,50.6,48.3,32.9,36.2
1/18/2009 15:00,,60.8,65.6,46.6,52.5,35,40.6
1/18/2009 16:00,,64,40.7,49.4,50.2,41.2,46.1
1/18/2009 17:00,,57.8,30.4,46.6,53.1,35.1,51.6
1/18/2009 18:00,,52.6,30.4,62.4,66.5,35.2,55.7
1/18/2009 19:00,,62.2,33.5,48.4,62.4,38.4,55.9
1/18/2009 20:00,,72,37.5,52,63.1,42.7,49.8
1/18/2009 21:00,,65.6,38.5,57.1,65.2,48.6,42.6
1/18/2009 22:00,,43.6,40,63.9,65.9,48,42.6
1/18/2009 23:00,,53.8,40.8,60.4,67.6,43.7,36.1
1/19/2009 0:00,,50,43,56.9,68.7,46.2,29.9
1/19/2009 1:00,,40.3,43.2,54.7,65.9,50.1,30.4
1/19/2009 2:00,,38.5,43.2,53.3,56,44.9,29.6
1/19/2009 3:00,,41.7,43.8,51.3,61.6,44.1,25.4
1/19/2009 4:00,,43.4,41.9,52.5,59.9,43.6,26.3
1/19/2009 5:00,,26.7,43.4,50.2,59,38.7,30.6
1/19/2009 6:00,,34.2,44.3,60,60.4,33.1,31.5
1/19/2009 7:00,,14.2,40,60,61.9,32.5,23.9
1/19/2009 8:00,,45.7,39.9,64.6,55.9,41,26.6
1/19/2009 9:00,,44.8,47.5,59.8,51.6,55.6,33
1/19/2009 10:00,,60.4,57.9,67.2,54.4,53.1,30.6
1/19/2009 11:00,,68.8,60.1,65,58.6,55.4,35.1
1/19/2009 12:00,,76.7,54.9,85.5,56.4,51.9,36.8
1/19/2009 13:00,,91.3,47.5,69.1,53.3,52.7,38.6
1/19/2009 14:00,,98.9,49.6,58.9,55.3,52.5,45.2
1/19/2009 15:00,,79.9,61.4,59.7,55.2,47,50
1/19/2009 16:00,,79.3,43,61.6,55.7,36,55.4
1/19/2009 17:00,,61.7,40.7,58.6,61.3,32.8,61
1/19/2009 18:00,,77.3,44.3,57.7,66.4,36,67.5
1/19/2009 19:00,,73.8,49.6,66.6,67.9,41,66.4
1/19/2009 20:00,,61.4,53.3,79.6,71,40.9,46.7
1/19/2009 21:00,,70.4,52.4,68.2,76.9,44.1,39.3
1/19/2009 22:00,,85,52.6,68.1,78.4,45.9,45.3
1/19/2009 23:00,,77.9,55.2,67.2,75.9,46.4,39.4
1/20/2009 0:00,,63,58.7,70.7,68.7,48.6,35.9
1/20/2009 1:00,,77.5,54.4,68.4,63.2,45.6,35.5
1/20/2009 2:00,,53.7,57.6,63.6,67.6,41.2,36.5
1/20/2009 3:00,,34.1,56.1,62.7,71.7,42.4,37.3
1/20/2009 4:00,,42.5,53,61.8,64.6,43.8,33.1
1/20/2009 5:00,,25.3,45.2,55.9,64.8,41.7,35.3
1/20/2009 6:00,,37.2,49.3,60.7,67.7,40.2,44
1/20/2009 7:00,,34.3,50.8,65.3,101.8,58.2,44.8
1/20/2009 8:00,,21.7,51.9,70.2,133.5,56.5,51.8
1/20/2009 9:00,,,55.7,75.9,114.6,47.4,58.4
1/20/2009 10:00,,,56.7,71.9,85.5,53.4,63.8
1/20/2009 11:00,,69.6,50.6,76.6,88.9,44.2,59.3
1/20/2009 12:00,,75.7,76.7,83.5,83.2,39,50.5
1/20/2009 13:00,,86.9,67.4,79.2,70.2,36.6,58.7
1/20/2009 14:00,,90.8,74.3,68.8,73.5,41.2,63.7
1/20/2009 15:00,,68.8,54.1,75.5,72.7,35.7,64.2
1/20/2009 16:00,,57.9,42.8,78.6,74,32.1,69.4
1/20/2009 17:00,,58.2,38.7,76.9,77.8,32.6,76.9
1/20/2009 18:00,,55.1,46.8,88.8,79.9,30.6,82
1/20/2009 19:00,,65.8,57.2,83.4,73.8,31.5,84.2
1/20/2009 20:00,,58.5,68.5,82.1,70.7,34.1,83.2
1/20/2009 21:00,,54.2,71.8,84.2,68.9,37.3,62.1
1/20/2009 22:00,,57.7,65.1,85.5,78.3,40.1,42.3
1/20/2009 23:00,,39.7,62.1,82.2,77.7,42.1,35.3
1/21/2009 0:00,,41.3,62.7,77.4,78.6,41.6,26.9
1/21/2009 1:00,,28.8,62.9,72.1,83,39,32.3
1/21/2009 2:00,,19.1,60.8,75.3,74.3,44.2,41.1
1/21/2009 3:00,,40.4,59.8,74.2,65.8,45.9,42.6
1/21/2009 4:00,,26,62.1,66.4,70.5,41.5,36.7
1/21/2009 5:00,,19,62.4,57,66.2,44.1,42.8
1/21/2009 6:00,,20.2,66.4,67.9,73.8,46,43.1
1/21/2009 7:00,,11.8,63,63.6,80.9,48.2,41.5
1/21/2009 8:00,,20.1,58.3,73.4,75.5,52.9,42.2
1/21/2009 9:00,,43.4,68.1,73.5,83.2,50.4,46.8
1/21/2009 10:00,,81.8,75.1,97,85.7,54.2,42.2
1/21/2009 11:00,,93.5,70.9,104.6,80.4,48.7,47.1
1/21/2009 12:00,,78.7,66.2,103.8,71.3,47,61.2
1/21/2009 13:00,,78.1,73.4,93.7,65,42,60.7
1/21/2009 14:00,,76.4,73.2,79.9,71.1,50.1,32.6
1/21/2009 15:00,,77.5,73.6,101.6,78.4,53.8,60.2
1/21/2009 16:00,,76.5,73.5,107.6,78.3,53.8,53.2
1/21/2009 17:00,,70,73,103.2,81.5,57.1,62.9
1/21/2009 18:00,,71.8,66.7,80,82.2,51.5,73.2
1/21/2009 19:00,,70.3,66.9,89,78.6,49.5,77.3
1/21/2009 20:00,,62.2,70.8,92.8,82.8,51.7,71.8
1/21/2009 21:00,,72.3,71.7,77.1,90.8,47.8,64.9
1/21/2009 22:00,,74.2,73.5,76.7,92.6,53.8,66.4
1/21/2009 23:00,,66.9,75.4,101.6,82.8,49.5,64.7
1/22/2009 0:00,,61.8,77.4,81.4,80.8,52.4,70.1
1/22/2009 1:00,,52.9,74.1,80.6,81.4,56.4,69
1/22/2009 2:00,,54.9,71.7,88.3,83.1,54.3,70.2
1/22/2009 3:00,,51.4,74.3,95.7,83.1,48.6,72.8
1/22/2009 4:00,,47.8,77.5,101.9,83.4,51.6,46.5
1/22/2009 5:00,,56.3,74.9,88.8,84.7,55.5,53.7
1/22/2009 6:00,,57.5,75,71.5,84.4,51.6,54.1
1/22/2009 7:00,,67.6,73.8,66.6,91,54,51.6
1/22/2009 8:00,,63.3,76.1,84.7,90,52,71.7
1/22/2009 9:00,,74.4,78.2,78.4,92,56,69.3
1/22/2009 10:00,,68.5,80.9,83.5,92.7,54.9,63.5
1/22/2009 11:00,,83.6,78.9,84.8,99.4,63.5,77.9
1/22/2009 12:00,,83.8,79,88.4,105.4,64.4,66.7
1/22/2009 13:00,,84.7,89.7,91,111.7,64.5,70.6
1/22/2009 14:00,,83.1,87.8,90.5,102.7,64.3,81.1
1/22/2009 15:00,,78.3,81,93.4,100,67.4,80.5
1/22/2009 16:00,,89.7,82.9,100.8,108.7,65.8,86.7
1/22/2009 17:00,,82,87.2,102.1,110.2,62.1,92.3
1/22/2009 18:00,,81.5,88.3,96.4,107.8,61,
1/22/2009 19:00,,72.5,88.1,91.9,102.5,62.7,
1/22/2009 20:00,,63.2,89.1,66.9,93,65.4,81.1
1/22/2009 21:00,,72.1,81.7,11.8,63.5,61.1,83
1/22/2009 22:00,,59.8,78.5,3.7,32.9,61.8,87.5
1/22/2009 23:00,,55.2,75.8,5.9,47.6,59.6,86.9
1/23/2009 0:00,,62.4,78.4,6.8,33,54.6,80.7
1/23/2009 1:00,,56.3,76.6,7.6,16.1,45.8,75.6
1/23/2009 2:00,,65.3,74.4,18.6,12.7,45.1,44.2
1/23/2009 3:00,,57.7,73.8,14.5,9.1,43.3,48.3
1/23/2009 4:00,,52.7,69.3,6.3,7.8,47.7,50.3
1/23/2009 5:00,,55.8,43.3,10.5,7.1,47.4,31.8
1/23/2009 6:00,,37.5,37.3,22,11.9,49.5,31.9
1/23/2009 7:00,,53.5,35.5,19.6,13.9,50.2,44.6
1/23/2009 8:00,,59.7,40,9.4,14.2,49.7,40.4
1/23/2009 9:00,,55.4,46.7,9.2,12.4,52,29.5
1/23/2009 10:00,,67.4,48.6,21.2,17.9,52,48.6
1/23/2009 11:00,,44.7,44.9,28.5,19.3,55.3,55.7
1/23/2009 12:00,,51.5,42.7,29.8,19.8,52.7,55.6
1/23/2009 13:00,,39.3,43,23.6,12.3,63.2,58.9
1/23/2009 14:00,,52.3,44,30,21.4,55,64
1/23/2009 15:00,,43.7,49.5,36,28,53.8,43.4
1/23/2009 16:00,,24.6,49.4,31.6,32.3,64.3,36.9
1/23/2009 17:00,,24.3,50.2,29.5,36.6,64.1,55.7
1/23/2009 18:00,,27.8,51.2,29.4,29.5,59.1,64.2
1/23/2009 19:00,,17,54.5,30.2,29.3,45.9,57.5
1/23/2009 20:00,,22.1,55.3,27.4,31.1,52.7,54.8
1/23/2009 21:00,,27.3,54.4,22.3,35.9,44,45.2
1/23/2009 22:00,,13,46.5,32.7,36.3,40.6,38.6
1/23/2009 23:00,,25.9,44.6,29,32.3,41.9,40.4
1/24/2009 0:00,,19.4,40,29.2,35.4,45,34.6
1/24/2009 1:00,,24.9,31.7,31,35.6,44,28.3
1/24/2009 2:00,,18.2,29.1,22.9,33.2,36.4,22
1/24/2009 3:00,,16.2,27.2,30.1,34.2,35.5,21.8
1/24/2009 4:00,,20.6,27.3,28.5,29.3,33.2,22.6
1/24/2009 5:00,,11.5,24.5,24,24.2,33.6,18.9
1/24/2009 6:00,,13.1,20.8,23.4,22.8,30.8,16
1/24/2009 7:00,,18,23.1,27.3,20.8,29.7,17.6
1/24/2009 8:00,,6.5,21.8,25.6,19.1,21.7,17.3
1/24/2009 9:00,,12.4,16.2,12.3,21.4,11.1,11.6
1/24/2009 10:00,,8.2,12,24.6,22,14.8,8.5
1/24/2009 11:00,,9.3,11.1,14.5,16,17.5,6.6
1/24/2009 12:00,,2,10.5,14.6,11.2,17.9,15.2
1/24/2009 13:00,,7.9,8.3,13.6,8.9,12.1,19.1
1/24/2009 14:00,,10.6,9.8,9.9,9.4,12.7,18.5
1/24/2009 15:00,,13,11.3,7.2,11.3,12,19.2
1/24/2009 16:00,,7.7,15.4,10.4,6.7,12.4,20.7
1/24/2009 17:00,,18.9,15.1,10.2,8,14.1,14.9
1/24/2009 18:00,,3.4,19.8,20.9,15.2,13.3,21
1/24/2009 19:00,,18.4,14.7,25.5,17.1,13.3,17.8
1/24/2009 20:00,,-0.2,18.6,27.1,12.8,18,11.1
1/24/2009 21:00,,27.5,18.5,17.5,13.3,17,11.9
1/24/2009 22:00,,4.3,20.1,19.9,14.6,13.5,10.9
1/24/2009 23:00,,19,21.6,24.2,5.4,13.5,13.8
1/25/2009 0:00,,12.4,20.3,14.5,4.4,15.5,10.9
1/25/2009 1:00,,19.6,21.4,4.1,5.6,17.4,10.4
1/25/2009 2:00,,2.1,20.4,11.2,5.9,13.3,6.9
1/25/2009 3:00,,-8.5,20.4,20.6,4,8,6.6
1/25/2009 4:00,,-5.4,13.9,-0.1,5.5,5.5,6.2
1/25/2009 5:00,,8.4,10,8.7,5,5,7.4
1/25/2009 6:00,,-6.2,8.2,27.4,4.5,7.1,6
1/25/2009 7:00,,-0.7,11.3,21.5,3.8,2.6,6.9
1/25/2009 8:00,,16.2,8.4,22.4,9.4,3.6,7.8
1/25/2009 9:00,,3.3,9.3,11.3,10.4,5.4,9.1
1/25/2009 10:00,,-2.2,8.5,-2.1,8.9,5.7,8.6
1/25/2009 11:00,,10.8,10.9,14.6,6.2,6,7
1/25/2009 12:00,,4.6,10.2,-0.8,4.3,6.7,11.4
1/25/2009 13:00,,-6.8,8.5,21.1,6.7,6.7,9.7
1/25/2009 14:00,,9,11.2,-4.2,9.1,6.7,7.9
1/25/2009 15:00,,20.3,11.5,1.7,5.3,3.2,8
1/25/2009 16:00,,18,12.9,-13.4,5.3,4.9,6.9
1/25/2009 17:00,,9.4,13.4,-9.2,5.4,10.7,7.1
1/25/2009 18:00,,7.6,9.9,7.9,5.3,11.6,5.3
1/25/2009 19:00,,19.1,5.5,30.6,7.3,7,5.3
1/25/2009 20:00,,17.9,4.8,21.7,11.7,10.6,4.6
1/25/2009 21:00,,9.4,4.5,8.5,13.3,11.3,5.3
1/25/2009 22:00,,-3.1,4.1,9.5,7.8,7.6,4
1/25/2009 23:00,,6.6,5.1,7.3,8.7,4,4.9
1/26/2009 0:00,,9.2,4.6,3.1,7.4,5.5,5.7
1/26/2009 1:00,,2.6,5,3.6,5.7,7.3,4.8
1/26/2009 2:00,,-3.1,5.1,4.6,4.7,4.6,4.5
1/26/2009 3:00,,-6.9,5,3.4,5.7,5.1,6
1/26/2009 4:00,,-1.6,5.2,5.2,3.5,4.7,4.8
1/26/2009 5:00,,6.5,4.8,18.6,4.9,6.6,5.2
1/26/2009 6:00,,7,7,6.3,4.9,6.9,5.1
1/26/2009 7:00,,8.5,8,10.3,4.5,10.3,6.7
1/26/2009 8:00,,15.7,7.4,13.7,6.8,10.8,6.7
1/26/2009 9:00,,21.2,7.2,4.5,7.5,8.6,6.8
1/26/2009 10:00,,22.3,5.5,13,11,9.3,5.7
1/26/2009 11:00,,10.4,6.9,11.8,9.2,10.7,7.5
1/26/2009 12:00,,1.2,8.5,19.9,13.5,8.3,8.3
1/26/2009 13:00,,1.4,7.3,4.5,12.1,9.9,6.2
1/26/2009 14:00,,13.2,8.6,-10.4,11.8,5.2,7.3
1/26/2009 15:00,,19.7,10,24.3,11.3,10.1,6.8
1/26/2009 16:00,,-2.8,13.4,14.5,13.3,11.2,7.1
1/26/2009 17:00,,6.7,12,14.4,9.6,11.1,9.6
1/26/2009 18:00,,15.6,8.7,17.2,10.3,9.2,9.9
1/26/2009 19:00,,15.9,5.9,14.9,10.2,11.7,8.4
1/26/2009 20:00,,14.2,10,21.1,9.9,9.5,9.9
1/26/2009 21:00,,15.4,10.2,13.7,12.2,7.4,9.8
1/26/2009 22:00,,12.1,9.1,6,11.6,7.5,11.3
1/26/2009 23:00,,12.1,6.7,15.1,8.6,6.8,11.1
1/27/2009 0:00,,10.2,6.2,16.7,8.5,7.4,13.2
1/27/2009 1:00,,11.3,6,0.1,8,7.5,11.8
1/27/2009 2:00,,12.2,5.6,12.6,7.4,4,11
1/27/2009 3:00,,10.8,6.2,12.3,5.5,3.7,9.9
1/27/2009 4:00,,9.4,5.8,6.7,7.6,5.8,11.3
1/27/2009 5:00,,10.3,7.4,9.8,8.4,3.2,14.2
1/27/2009 6:00,,7.4,7.4,12.4,4.8,3.9,15.2
1/27/2009 7:00,,1.7,8.1,15.6,4.5,1.8,15.6
1/27/2009 8:00,,-3.7,12.7,12.4,8.1,5.4,12.1
1/27/2009 9:00,,-0.6,12.4,25.5,8.2,8.7,15
1/27/2009 10:00,,5.7,7.5,3.4,8.7,5.9,15.7
1/27/2009 11:00,,8.9,,10.9,7.8,1.4,17.8
1/27/2009 12:00,,6,,6.5,10.8,6.4,20.5
1/27/2009 13:00,,4,14.4,6.2,8.6,10.3,16.4
1/27/2009 14:00,,21.6,17.2,16.6,10.3,11.5,16.6
1/27/2009 15:00,,18,17,6.6,8.3,10.7,13.2
1/27/2009 16:00,,11.9,15.4,3,11.7,9.7,15.4
1/27/2009 17:00,,14.2,19.8,17.1,11,11.4,20.6
1/27/2009 18:00,,10.9,15.2,7.1,6.8,12.8,22.6
1/27/2009 19:00,,13.7,16.2,17.4,7.7,14.8,20.6
1/27/2009 20:00,,8.4,15,12.6,8.6,18.8,20.4
1/27/2009 21:00,,16.6,11.7,12.6,6.6,20,17.6
1/27/2009 22:00,,17,15.9,13.9,4.3,15.8,14.6
1/27/2009 23:00,,3.5,15.8,5.2,7.2,17,13.7
1/28/2009 0:00,,9.9,17.6,8.6,8.9,19.1,15.1
1/28/2009 1:00,,17.6,18.4,14,9.1,16.4,11.7
1/28/2009 2:00,,10.4,21.6,12.6,12,20.4,9
1/28/2009 3:00,,4.6,12.4,11.7,13.4,18.8,6.9
1/28/2009 4:00,,6.9,3.4,6.4,15.7,16.3,4.8
1/28/2009 5:00,,1.1,11.4,9.1,14.5,13.8,11.3
1/28/2009 6:00,,-0.1,10.3,10.9,12.2,8.8,11.6
1/28/2009 7:00,,5.4,6.6,16.6,8.9,11.5,8.7
1/28/2009 8:00,,13.9,7.7,11.8,10.3,14.3,2.8
1/28/2009 9:00,,20.5,14.7,11,11.3,21.2,2
1/28/2009 10:00,,19.3,11.4,12,11.6,14.6,
1/28/2009 11:00,,21.3,8,7.8,11.1,10.5,
1/28/2009 12:00,,19,7.4,30.3,13.6,7.8,
1/28/2009 13:00,,6.8,8.7,17.4,12.9,10.7,-0.1
1/28/2009 14:00,,-1.1,8.3,25.3,16.8,8.9,3.9
1/28/2009 15:00,,4.3,9,18.9,16.7,10.6,6.1
1/28/2009 16:00,,21.1,33.7,12.6,16.6,10.6,5.1
1/28/2009 17:00,,5.4,8.3,11,18,8.2,9.7
1/28/2009 18:00,,25.6,10.4,19.7,15.6,7.4,11.7
1/28/2009 19:00,,7.3,11,18,14.9,12.8,11.6
1/28/2009 20:00,,-5.8,9.5,17.3,19.2,15.2,9.2
1/28/2009 21:00,,5.6,8,15.8,21.4,15.1,12.8
1/28/2009 22:00,,27.6,9.6,31.9,22.4,17.6,10.1
1/28/2009 23:00,,32.6,12.5,25.9,22.3,20.6,6.9
1/29/2009 0:00,,20.1,9.9,22.9,21.3,21.1,5.7
1/29/2009 1:00,,10,5.4,25.9,22.4,16.5,6.4
1/29/2009 2:00,,18.2,5.4,26.6,22.9,14.8,6.8
1/29/2009 3:00,,24.2,6.9,19.7,25.5,17.3,6.1
1/29/2009 4:00,,22.4,9.2,14.8,22.5,20.8,4.8
1/29/2009 5:00,,26.1,7.6,22.8,22.2,23.5,6.4
1/29/2009 6:00,,24.5,7.7,19.2,21.7,21.1,5.9
1/29/2009 7:00,,19.3,8.4,19.5,19.3,23.4,7.8
1/29/2009 8:00,,17.9,12.2,24.6,23.8,18.4,8.6
1/29/2009 9:00,,16.2,9.4,25.8,28.8,18.6,8.8
1/29/2009 10:00,,27.3,9.3,42.1,35.6,23.5,8.1
1/29/2009 11:00,,28,11.3,40.4,39.2,14.9,6.5
1/29/2009 12:00,,12.5,10.7,26.7,31.1,14.4,7.7
1/29/2009 13:00,,4.8,6.3,20.4,18.1,12.5,6.6
1/29/2009 14:00,,-1,6.3,24.1,15.9,8.4,4.9
1/29/2009 15:00,,13.4,7.5,26.5,17.3,12.3,7.3
1/29/2009 16:00,,19.6,11.1,18.3,12.2,8.3,5.5
1/29/2009 17:00,,19.7,13.8,8.9,11.9,3.5,6.7
1/29/2009 18:00,,14.2,17.1,24.9,14.4,14.1,10.8
1/29/2009 19:00,,2.1,21.5,20.2,23.4,22.3,11.8
1/29/2009 20:00,,6,21.7,10.9,23.9,20.8,10.7
1/29/2009 21:00,,5.8,16.9,20.4,17,23.2,9.1
1/29/2009 22:00,,4.6,18.1,18.2,18.3,23.8,6.9
1/29/2009 23:00,,4.5,19.9,24.1,29.9,19.3,6.7
1/30/2009 0:00,,6.2,19.1,20.9,16,17,6.9
1/30/2009 1:00,,6.7,23.4,24.1,14,9.1,6.6
1/30/2009 2:00,,4.1,21.6,26.2,26.5,10.6,8
1/30/2009 3:00,,4.3,20.2,23.7,27.5,11.5,7.8
1/30/2009 4:00,,13.4,24.7,5.6,23.8,10.6,11.1
1/30/2009 5:00,,14.1,24.5,19.7,17.3,11.4,8.3
1/30/2009 6:00,,10.9,11,22.2,16.9,11.4,7.2
1/30/2009 7:00,,15.9,9.2,30.7,27.2,15.9,9.9
1/30/2009 8:00,,20.9,9.5,23.3,26.1,14.7,10.9
1/30/2009 9:00,,27.5,9.9,30.5,26.6,16.9,9.1
1/30/2009 10:00,,23.7,16.2,36,25,23.1,9.3
1/30/2009 11:00,,14.6,19.2,37.7,18.7,18.9,13
1/30/2009 12:00,,20.4,20.5,37.4,21.4,8.6,10.9
1/30/2009 13:00,,15.2,26.9,38.2,22.6,13.2,9.9
1/30/2009 14:00,,8.4,27,35.1,21.4,11,11.1
1/30/2009 15:00,,20.3,28.1,32.6,21.9,21.7,14.8
1/30/2009 16:00,,37,32.1,26.9,23,23.5,17.4
1/30/2009 17:00,,35.4,28.6,32.2,22.2,25.8,14.9
1/30/2009 18:00,,27.5,30.4,8.7,21.3,30.7,17
1/30/2009 19:00,,22.4,28.2,28.8,22.2,36.3,14.9
1/30/2009 20:00,,27.3,32.6,37.3,27,39.5,9
1/30/2009 21:00,,23.2,34.6,41.2,26.8,36.6,8.4
1/30/2009 22:00,,26.6,27,36,32.9,38.8,10.8
1/30/2009 23:00,,36.8,24.1,32.6,35.2,35.9,11.6
1/31/2009 0:00,,27.5,28.8,42.7,31.2,31.5,10.9
1/31/2009 1:00,,18.4,32.3,36.8,25.2,27.7,12.4
1/31/2009 2:00,,21.1,31.3,34.4,29.9,25.1,9.3
1/31/2009 3:00,,17,24.3,28.8,32.2,23.4,9.4
1/31/2009 4:00,,20.6,25.8,26.9,27,19.7,10.4
1/31/2009 5:00,,17.8,29.6,27.6,29.7,20.3,8.9
1/31/2009 6:00,,16.1,26.2,31.4,34.8,23.3,8.3
1/31/2009 7:00,,13.6,25.5,27.5,32.1,15.9,8.9
1/31/2009 8:00,,12.3,29.1,26,30.1,18.9,9.2
1/31/2009 9:00,,31.1,27.7,36.6,35.1,22.3,9.4
1/31/2009 10:00,,31.9,30.1,36.4,30.4,26.4,14.6
1/31/2009 11:00,,24.3,26.4,28.4,30.3,15.5,9.9
1/31/2009 12:00,,32.4,29.1,35.7,29.8,21.8,11.6
1/31/2009 13:00,,28.4,31.4,38.1,27.1,22.6,14
1/31/2009 14:00,,7.4,32.5,36.8,30,19.4,15.7
1/31/2009 15:00,,3.5,37.1,35.7,32.4,26.6,18.1
1/31/2009 16:00,,9.4,36.1,35.4,35.2,31.1,20
1/31/2009 17:00,,7.8,32.6,32.7,38.1,31.8,21.8
1/31/2009 18:00,,17,34.7,36.5,28.6,32.8,29.7
1/31/2009 19:00,,26.2,42.7,36.8,29,43.9,22.7
1/31/2009 20:00,,32.9,40.1,46.6,29.6,46.2,9.2
1/31/2009 21:00,,40.8,42,40.4,35.4,41.1,16.4
1/31/2009 22:00,,37.5,46.3,43.7,32.5,40.8,16.6
1/31/2009 23:00,,34.4,46.7,42.6,26.8,42,24.5
2/1/2009 0:00,,38.4,45.9,41.8,27.5,37.2,26.9
2/1/2009 1:00,,33.4,49.1,41.1,34.5,35.6,15.9
2/1/2009 2:00,,31.8,51.4,35.2,35.1,44.1,10.9
2/1/2009 3:00,,28.2,52.3,22.3,23,47.3,14.9
2/1/2009 4:00,,22.3,48.6,33.8,23.3,46,25.5
2/1/2009 5:00,,16.4,47.2,23.8,27.1,46.2,24.1
2/1/2009 6:00,,15,51.7,15.6,33,45.3,25.2
2/1/2009 7:00,,18.3,47.9,20.8,35.3,43.7,12.4
2/1/2009 8:00,,13.7,41.7,39.3,32.4,39.3,12.2
2/1/2009 9:00,,21.5,37.6,43,30.8,39.4,16.5
2/1/2009 10:00,,36.8,25.2,40.6,42.6,32.3,20.9
2/1/2009 11:00,,38.3,25.3,41.9,44.9,34.6,19.2
2/1/2009 12:00,,36.4,22.7,32.5,47.6,39.7,28.4
2/1/2009 13:00,,34.2,22,45.6,47.6,24.3,34.2
2/1/2009 14:00,,26.8,22,47.7,34.3,12.4,34
2/1/2009 15:00,,15.2,24.1,46.1,33.8,8.3,30
2/1/2009 16:00,,7.5,28.3,50.2,30.6,10.7,29.2
2/1/2009 17:00,,2,31.8,42,37.2,13.3,27.3
2/1/2009 18:00,,10.9,33.1,59.5,47.6,15.5,29.8
2/1/2009 19:00,,23.4,33.4,68.3,55.4,19.8,31.6
2/1/2009 20:00,,26.3,39.3,47.7,54.7,24.6,28.3
2/1/2009 21:00,,23,40.7,31.6,49,27.5,23.3
2/1/2009 22:00,,17.7,37.1,36.5,38.4,28.3,15.4
2/1/2009 23:00,,25.6,34.7,27.7,32.2,27.1,8.4
2/2/2009 0:00,,26.5,39.9,33.6,24.8,24.8,7.5
2/2/2009 1:00,,20.8,39.9,25.7,28.8,17.5,7.5
2/2/2009 2:00,,21.1,35.7,28.5,31.8,18.9,6.8
2/2/2009 3:00,,17.5,37.9,31.3,26.6,17.2,8.8
2/2/2009 4:00,,21.5,38.4,31.8,28.2,17,7.7
2/2/2009 5:00,,20.3,37,38.6,26.2,21.2,10.5
2/2/2009 6:00,,21,34.3,36.4,21.7,17.6,12.9
2/2/2009 7:00,,19.2,34.7,33.4,23.4,18.7,11.6
2/2/2009 8:00,,21.2,38.9,41.7,24,25,14.9
2/2/2009 9:00,,23.5,39.6,42.8,22.2,27.8,13.9
2/2/2009 10:00,,30.2,42,38,19.3,29.1,12.1
2/2/2009 11:00,,26.4,36.7,47.8,20.8,25.9,13.1
2/2/2009 12:00,,21.1,27.3,48.4,22.4,22.7,11
2/2/2009 13:00,,26.4,27.4,45.3,23.3,23.7,12.9
2/2/2009 14:00,,24.6,32.9,42.2,32,17.9,17.5
2/2/2009 15:00,,21.7,33.9,42.4,32.3,29,19.9
2/2/2009 16:00,,15.7,32.3,38.6,31.2,41.2,21.1
2/2/2009 17:00,,-0.2,33.9,39.9,29.7,41.3,21.5
2/2/2009 18:00,,11.1,35.8,25.9,31,43.9,24.3
2/2/2009 19:00,,22.9,41.1,22.8,37.6,44.5,25.6
