Array_Size,Threads,Time_ms,Sum
100000,1,0.323,5.06021e+06
100000,2,0.347,5.06021e+06
100000,4,0.275,5.06021e+06
100000,8,0.425,5.06021e+06
100000,16,0.637,5.06021e+06
1000000,1,3.044,5.05043e+07
1000000,2,1.864,5.05043e+07
1000000,4,1.231,5.05043e+07
1000000,8,1.14,5.05043e+07
1000000,16,1.267,5.05043e+07
10000000,1,30.55,5.05049e+08
10000000,2,16.696,5.05049e+08
10000000,4,9.939,5.05049e+08
10000000,8,9.477,5.05049e+08
10000000,16,8.08,5.05049e+08
